,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3
37,Alabama,Lamar,M. ROMNEY,B. OBAMA,G. JOHNSON,5453,1643,34.0,0.762,0.23,0.005,R,D,O
38,Alabama,Lauderdale,M. ROMNEY,B. OBAMA,G. JOHNSON,23902,12504,293.0,0.648,0.33899999999999997,0.008,R,D,O
39,Alabama,Lawrence,M. ROMNEY,B. OBAMA,G. JOHNSON,8855,5055,107.0,0.629,0.359,0.008,R,D,O
40,Alabama,Lee,M. ROMNEY,B. OBAMA,G. JOHNSON,32062,21274,601.0,0.5920000000000001,0.39299999999999996,0.011000000000000001,R,D,O
41,Alabama,Limestone,M. ROMNEY,B. OBAMA,G. JOHNSON,25263,9809,217.0,0.7140000000000001,0.27699999999999997,0.006,R,D,O
42,Alabama,Lowndes,B. OBAMA,M. ROMNEY,G. JOHNSON,5747,1754,15.0,0.764,0.233,0.002,D,R,O
43,Alabama,Macon,B. OBAMA,M. ROMNEY,G. JOHNSON,9045,1322,14.0,0.871,0.127,0.001,D,R,O
44,Alabama,Madison,M. ROMNEY,B. OBAMA,G. JOHNSON,90679,61802,1528.0,0.586,0.4,0.01,R,D,O
45,Alabama,Marengo,B. OBAMA,M. ROMNEY,G. JOHNSON,6154,5321,15.0,0.535,0.462,0.001,D,R,O
46,Alabama,Marion,M. ROMNEY,B. OBAMA,G. JOHNSON,9696,2249,97.0,0.8009999999999999,0.18600000000000003,0.008,R,D,O
47,Alabama,Marshall,M. ROMNEY,B. OBAMA,G. JOHNSON,25785,6271,227.0,0.794,0.193,0.006999999999999999,R,D,O
48,Alabama,Mobile,M. ROMNEY,B. OBAMA,G. JOHNSON,94566,78417,819.0,0.5429999999999999,0.45,0.005,R,D,O
49,Alabama,Monroe,M. ROMNEY,B. OBAMA,G. JOHNSON,5730,4897,28.0,0.537,0.45899999999999996,0.003,R,D,O
50,Alabama,Montgomery,B. OBAMA,M. ROMNEY,G. JOHNSON,62993,38283,338.0,0.619,0.376,0.003,D,R,O
51,Alabama,Morgan,M. ROMNEY,B. OBAMA,G. JOHNSON,35309,13401,318.0,0.718,0.272,0.006,R,D,O
52,Alabama,Perry,B. OBAMA,M. ROMNEY,G. JOHNSON,4536,1504,15.0,0.748,0.248,0.002,D,R,O
53,Alabama,Pickens,M. ROMNEY,B. OBAMA,G. JOHNSON,5119,4448,16.0,0.5329999999999999,0.46299999999999997,0.002,R,D,O
54,Alabama,Pike,M. ROMNEY,B. OBAMA,G. JOHNSON,7939,6009,76.0,0.565,0.42700000000000005,0.005,R,D,O
55,Alabama,Randolph,M. ROMNEY,B. OBAMA,G. JOHNSON,7219,3076,55.0,0.695,0.29600000000000004,0.005,R,D,O
56,Alabama,Russell,B. OBAMA,M. ROMNEY,G. JOHNSON,10495,8276,61.0,0.556,0.439,0.003,D,R,O
57,Alabama,Shelby,M. ROMNEY,B. OBAMA,G. JOHNSON,71243,19944,722.0,0.773,0.21600000000000003,0.008,R,D,O
58,Alabama,St. Clair,M. ROMNEY,B. OBAMA,G. JOHNSON,29001,5790,199.0,0.826,0.165,0.006,R,D,O
59,Alabama,Sumter,B. OBAMA,M. ROMNEY,G. JOHNSON,5420,1585,18.0,0.772,0.226,0.003,D,R,O
60,Alabama,Talladega,M. ROMNEY,B. OBAMA,G. JOHNSON,19217,13878,127.0,0.5770000000000001,0.41700000000000004,0.004,R,D,O
61,Alabama,Tallapoosa,M. ROMNEY,B. OBAMA,G. JOHNSON,12303,6252,68.0,0.659,0.335,0.004,R,D,O
62,Alabama,Tuscaloosa,M. ROMNEY,B. OBAMA,G. JOHNSON,45703,32003,553.0,0.5820000000000001,0.408,0.006999999999999999,R,D,O
63,Alabama,Walker,M. ROMNEY,B. OBAMA,G. JOHNSON,21633,6551,165.0,0.759,0.23,0.006,R,D,O
64,Alabama,Washington,M. ROMNEY,B. OBAMA,G. JOHNSON,5749,2971,22.0,0.6559999999999999,0.33899999999999997,0.003,R,D,O
65,Alabama,Wilcox,B. OBAMA,M. ROMNEY,G. JOHNSON,4867,1676,2.0,0.743,0.256,0.0,D,R,O
66,Alabama,Winston,M. ROMNEY,B. OBAMA,G. JOHNSON,8310,1286,57.0,0.856,0.132,0.006,R,D,O
67,Alaska,Alaska,M. ROMNEY,B. OBAMA,G. JOHNSON,136848,102138,6131.0,0.5529999999999999,0.413,0.025,R,D,O
68,Arizona,Apache,B. OBAMA,M. ROMNEY,G. JOHNSON,17147,8250,354.0,0.664,0.319,0.013999999999999999,D,R,O
69,Arizona,Cochise,M. ROMNEY,B. OBAMA,G. JOHNSON,28197,17377,681.0,0.607,0.374,0.015,R,D,O
