,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3
175,Arkansas,Benton County,D. TRUMP,M. RUBIO,T. CRUZ,11828.0,12863.0,11909.0,0.27899999999999997,0.303,0.281,R,R,R
176,Arkansas,Boone County,H. CLINTON,B. SANDERS,J. WOLFE,721.0,469.0,9.0,0.5920000000000001,0.385,0.006999999999999999,D,D,D
177,Arkansas,Boone County,D. TRUMP,T. CRUZ,M. RUBIO,2577.0,1589.0,1213.0,0.40700000000000003,0.251,0.192,R,R,R
178,Arkansas,Bradley County,H. CLINTON,B. SANDERS,J. VALENTINE,593.0,106.0,5.0,0.8320000000000001,0.149,0.006999999999999999,D,D,D
179,Arkansas,Bradley County,D. TRUMP,T. CRUZ,M. RUBIO,770.0,393.0,361.0,0.44299999999999995,0.226,0.20800000000000002,R,R,R
180,Arkansas,Calhoun County,H. CLINTON,B. SANDERS,M. O'MALLEY,413.0,312.0,70.0,0.45,0.34,0.076,D,D,D
181,Arkansas,Calhoun County,D. TRUMP,T. CRUZ,M. RUBIO,172.0,142.0,76.0,0.41600000000000004,0.344,0.184,R,R,R
182,Arkansas,Carroll County,H. CLINTON,R. DE LA FUENTE,M. O'MALLEY,0.0,0.0,0.0,0.0,0.0,0.0,D,D,D
183,Arkansas,Carroll County,D. TRUMP,J. BUSH,B. CARSON,0.0,0.0,0.0,0.0,0.0,0.0,R,R,R
184,Arkansas,Chicot County,H. CLINTON,B. SANDERS,M. O'MALLEY,1370.0,247.0,30.0,0.8109999999999999,0.146,0.018000000000000002,D,D,D
185,Arkansas,Chicot County,D. TRUMP,M. RUBIO,T. CRUZ,416.0,162.0,152.0,0.511,0.19899999999999998,0.187,R,R,R
186,Arkansas,Clark County,H. CLINTON,B. SANDERS,J. WOLFE,1650.0,494.0,23.0,0.752,0.225,0.01,D,D,D
