ADBE,19940105,0,0.0425
ADBE,19940318,0,0.04
ADBE,19940623,1,0.0425
ADBE,19940920,2,0.0475
ADBE,19950104,0,0.06
ADBE,19950323,0,0.0675
ADBE,19950622,1,0.0638
ADBE,19950918,2,0.055
ADBE,19960104,0,0.05
ADBE,19960321,0,0.055
ADBE,19960625,1,0.0563
ADBE,19960925,2,0.0438
ADBE,19970107,0,0.0613
ADBE,19970318,0,0.0763
ADBE,19970618,1,0.0713
ADBE,19970919,2,0.0688
ADBE,19971218,3,0.07
ADBE,19980326,0,0.0413
ADBE,19980625,1,0.0513
ADBE,19980910,2,0.0463
ADBE,19981216,3,0.095
ADBE,19990318,0,0.075
ADBE,19990617,1,0.0875
ADBE,19990916,2,0.1
ADBE,19991216,3,0.115
ADBE,20000316,0,0.1175
ADBE,20000615,1,0.13
ADBE,20000914,2,0.1425
ADBE,20001214,3,0.17
ADBE,20010315,0,0.165
ADBE,20010614,1,0.17
ADBE,20010919,2,0.14
ADBE,20011213,3,0.1
ADBE,20020314,0,0.11
ADBE,20020613,1,0.135
ADBE,20020912,2,0.11
ADBE,20021211,3,0.125
ADBE,20030313,0,0.125
ADBE,20030612,1,0.14
ADBE,20030910,2,0.14
ADBE,20031211,3,0.17
ADBE,20040318,0,0.25
ADBE,20040617,1,0.22
ADBE,20040920,2,0.215
ADBE,20041216,3,0.22
ADBE,20050317,0,0.265
ADBE,20050616,1,0.28
ADBE,20050915,2,0.29
ADBE,20051215,3,0.3
ADBE,20060322,0,0.32
ADBE,20060615,1,0.31
ADBE,20060914,2,0.29
ADBE,20061214,3,0.33
ADBE,20070320,0,0.3
ADBE,20070614,1,0.37
ADBE,20070917,2,0.45
ADBE,20071217,3,0.49
ADBE,20080318,0,0.48
ADBE,20080616,1,0.5
ADBE,20080916,2,0.5
ADBE,20081216,3,0.6
ADBE,20090317,0,0.45
ADBE,20090616,1,0.35
ADBE,20090915,2,0.35
ADBE,20091215,3,0.39
ADBE,20100323,0,0.4
ADBE,20100622,1,0.44
ADBE,20100921,2,0.54
ADBE,20101220,3,0.56
ADBE,20110322,0,0.58
ADBE,20110621,1,0.55
ADBE,20110920,2,0.55
ADBE,20111215,3,0.67
ADBE,20120319,0,0.57
ADBE,20120619,1,0.6
ADBE,20120919,2,0.58
ADBE,20121213,3,0.61
ADBE,20130319,0,0.35
ADBE,20130618,1,0.36
ADBE,20130917,2,0.32
ADBE,20131212,3,0.32
ADBE,20140318,0,0.3
ADBE,20140617,1,0.37
ADBE,20140916,2,0.28
ADBE,20141211,3,0.36
ADBE,20150317,0,0.44
ADBE,20150616,1,0.48
ADBE,20150917,2,0.54
ADBE,20151210,3,0.62
ADBE,20160317,0,0.66
ADBE,20160621,1,0.71
ADBE,20160920,2,0.75
ADBE,20161215,3,0.9
ADBE,20170316,0,0.94
ADBE,20170620,1,1.02
ADCT,19850311,0,0.0233
ADCT,19850531,1,0.036000000000000004
ADCT,19850830,2,0.0408
ADCT,19851223,3,0.034
ADCT,19860311,0,0.0496
ADCT,19860603,1,0.0492
ADCT,19860903,2,0.0525
ADCT,19861218,3,0.0503
ADCT,19870304,0,0.0416
ADCT,19870602,1,0.0591
ADCT,19870901,2,0.0766
ADCT,19871216,3,0.0831
ADCT,19880302,0,0.0744
ADCT,19880601,1,0.0656
ADCT,19880824,2,0.0722
ADCT,19881215,3,0.0722
ADCT,19890222,0,0.0525
ADCT,19890526,1,0.0656
ADCT,19890824,2,0.0678
ADCT,19891218,3,0.0875
ADCT,19900223,0,0.0963
ADCT,19900531,1,0.0787
ADCT,19900830,2,0.0963
ADCT,19901215,3,0.1072
ADCT,19910222,0,0.1094
ADCT,19910529,1,0.1072
ADCT,19910827,2,0.07
ADCT,19911216,3,0.0744
ADCT,19920218,0,0.0175
ADCT,19920526,1,0.1006
ADCT,19920825,2,0.1225
ADCT,19921216,3,0.1356
ADCT,19930223,0,0.0853
ADCT,19930525,1,0.1116
ADCT,19930824,2,0.1444
ADCT,19931217,3,0.1619
ADCT,19940222,0,0.105
ADCT,19940524,1,0.1575
ADCT,19940823,2,0.175
ADCT,19941219,3,0.2012
ADCT,19950301,0,0.1662
ADCT,19950518,1,0.2012
ADCT,19950823,2,0.2275
ADCT,19951218,3,0.2625
ADCT,19960226,0,0.2275
ADCT,19960528,1,0.2712
ADCT,19960826,2,0.315
ADCT,19961211,3,0.385
ADCT,19970224,0,0.3325
ADCT,19970527,1,0.385
ADCT,19970822,2,0.4375
ADCT,19971209,3,0.49
ADCT,19980218,0,0.3325
ADCT,19980520,1,0.4375
ADCT,19980819,2,0.525
ADCT,19981130,3,0.595
ADCT,19990222,0,0.4375
ADCT,19990520,1,0.56
ADCT,19990818,2,0.6475
ADCT,19991201,3,0.805
ADCT,20000217,0,0.63
ADCT,20000518,1,1.015
ADCT,20000817,2,1.4
ADCT,20001128,3,1.26
ADCT,20010221,0,0.49
ADCT,20010524,1,-1.05
ADCT,20010823,2,-0.35
ADCT,20011128,3,-0.49
ADCT,20020219,0,-0.35
ADCT,20020522,1,-0.42
ADCT,20020822,2,-0.49
ADCT,20021203,3,-0.49
ADCT,20030219,0,-0.21
ADCT,20030521,1,-0.07
ADCT,20030820,2,0.0
ADCT,20031202,3,0.14
ADCT,20040218,0,0.0
ADCT,20040519,1,0.0
ADCT,20040825,2,0.0
ADCT,20041214,3,0.14
ADCT,20050228,0,0.07
ADCT,20050601,1,0.28
ADCT,20050830,2,0.28
ADCT,20051213,3,0.18
ADCT,20060301,0,0.09
ADCT,20060531,1,0.29
ADCT,20060829,2,0.3
ADCT,20061212,3,0.19
ADCT,20070305,0,0.15
ADCT,20070606,1,0.35
ADCT,20070905,2,0.37
ADCT,20071212,3,0.3
ADCT,20080305,0,0.28
ADCT,20080604,1,0.39
ADCT,20080904,2,0.27
ADCT,20081209,3,0.19
ADCT,20090303,0,-0.07
ADCT,20090603,1,0.05
ADCT,20091119,3,0.06
ADCT,20100208,0,0.02
ADCT,20100505,1,0.1
ADCT,20100804,2,0.21
ADCT,20101123,3,0.15
ADI,19830526,1,0.0173
ADI,19830826,2,0.02
ADI,19831214,3,0.025
ADI,19840302,0,0.0285
ADI,19840531,1,0.035
ADI,19840829,2,0.036000000000000004
ADI,19841208,3,0.039
ADI,19850225,0,0.034
ADI,19850524,1,0.0325
ADI,19850822,2,0.02
ADI,19851204,3,0.0238
ADI,19860221,0,0.0213
ADI,19860522,1,0.0217
ADI,19860820,2,0.0233
ADI,19861204,3,0.0183
ADI,19870219,0,0.01
ADI,19870520,1,0.0167
ADI,19870819,2,0.0183
ADI,19871204,3,0.0217
ADI,19880219,0,0.0217
ADI,19880519,1,0.0333
ADI,19880818,2,0.0383
ADI,19881202,3,0.04
ADI,19890215,0,0.0333
ADI,19890520,1,0.035
ADI,19890819,2,0.0267
ADI,19891129,3,0.0017
ADI,19900216,0,0.02
ADI,19900516,1,0.0167
