,surprise_median_fa,surprise_mean_fa,TICKER,year,quarternum,Skew,Kurtosis,delta_return,Y
"('2007', 0)",2.6225740669887867,2.2649503305812257,GENZ,2007,0,-0.11298114221652313,0.605,-0.0817,1
"('2007', 0)",2.6225740669887867,2.2649503305812257,GENZ,2007,0,-0.11298114221652313,0.605,-0.0817,1
"('2007', 0)",2.6225740669887867,2.2649503305812257,GENZ,2007,0,-0.11298114221652313,0.605,-0.0817,1
"('2007', 1)",-0.23704739446288844,0.2238780947705046,GENZ,2007,1,0.2929140724132081,0.81,0.00770000000000004,1
"('2007', 1)",-0.23704739446288844,0.2238780947705046,GENZ,2007,1,0.2929140724132081,0.81,0.00770000000000004,1
"('2007', 1)",-0.23704739446288844,0.2238780947705046,GENZ,2007,1,0.2929140724132081,0.81,0.00770000000000004,1
"('2007', 1)",-0.23704739446288844,0.2238780947705046,GENZ,2007,1,0.2929140724132081,0.81,0.00770000000000004,1
"('2007', 1)",-0.23704739446288844,0.2238780947705046,GENZ,2007,1,0.2929140724132081,0.81,0.00770000000000004,1
"('2007', 1)",-0.23704739446288844,0.2238780947705046,GENZ,2007,1,0.2929140724132081,0.81,0.00770000000000004,1
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 2)",0.4337900407016708,1.036276208342879,GENZ,2007,2,0.2789657832506744,0.84,-0.018100000000000005,0
"('2007', 3)",4.174048443941578,4.2382645738483715,GENZ,2007,3,0.010042768197024304,0.77,-0.05779999999999996,1
"('2007', 3)",4.174048443941578,4.2382645738483715,GENZ,2007,3,0.010042768197024304,0.77,-0.05779999999999996,1
"('2007', 3)",4.174048443941578,4.2382645738483715,GENZ,2007,3,0.010042768197024304,0.77,-0.05779999999999996,1
"('2007', 3)",4.174048443941578,4.2382645738483715,GENZ,2007,3,0.010042768197024304,0.77,-0.05779999999999996,1
"('2007', 3)",4.174048443941578,4.2382645738483715,GENZ,2007,3,0.010042768197024304,0.77,-0.05779999999999996,1
"('2008', 0)",0.5684289256629115,0.11842269284644,GENZ,2008,0,-0.4770314893586538,0.79,-0.03590000000000004,0
"('2008', 0)",0.5684289256629115,0.11842269284644,GENZ,2008,0,-0.4770314893586538,0.79,-0.03590000000000004,0
"('2008', 0)",0.5684289256629115,0.11842269284644,GENZ,2008,0,-0.4770314893586538,0.79,-0.03590000000000004,0
"('2008', 0)",0.5684289256629115,0.11842269284644,GENZ,2008,0,-0.4770314893586538,0.79,-0.03590000000000004,0
"('2008', 1)",3.60704209681174,3.803789847546926,GENZ,2008,1,0.030128304591072907,0.84,-0.060699999999999976,0
"('2008', 1)",3.60704209681174,3.803789847546926,GENZ,2008,1,0.030128304591072907,0.84,-0.060699999999999976,0
"('2008', 1)",3.60704209681174,3.803789847546926,GENZ,2008,1,0.030128304591072907,0.84,-0.060699999999999976,0
"('2008', 1)",3.60704209681174,3.803789847546926,GENZ,2008,1,0.030128304591072907,0.84,-0.060699999999999976,0
"('2008', 1)",3.60704209681174,3.803789847546926,GENZ,2008,1,0.030128304591072907,0.84,-0.060699999999999976,0
"('2008', 2)",5.996452852187749,5.90419973138486,GENZ,2008,2,-0.010042768197024304,0.85,0.040999999999999925,0
"('2008', 2)",5.996452852187749,5.90419973138486,GENZ,2008,2,-0.010042768197024304,0.85,0.040999999999999925,0
"('2008', 2)",5.996452852187749,5.90419973138486,GENZ,2008,2,-0.010042768197024304,0.85,0.040999999999999925,0
"('2008', 2)",5.996452852187749,5.90419973138486,GENZ,2008,2,-0.010042768197024304,0.85,0.040999999999999925,0
"('2008', 2)",5.996452852187749,5.90419973138486,GENZ,2008,2,-0.010042768197024304,0.85,0.040999999999999925,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2008', 3)",2.100902925755562,1.8382900600361165,GENZ,2008,3,-0.10042768197024303,0.88,0.07250000000000001,0
"('2009', 0)",0.952865013705745,1.3549275682693886,GENZ,2009,0,0.43434972452130083,0.835,-0.028299999999999992,0
"('2009', 0)",0.952865013705745,1.3549275682693886,GENZ,2009,0,0.43434972452130083,0.835,-0.028299999999999992,0
"('2009', 0)",0.952865013705745,1.3549275682693886,GENZ,2009,0,0.43434972452130083,0.835,-0.028299999999999992,0
"('2009', 0)",0.952865013705745,1.3549275682693886,GENZ,2009,0,0.43434972452130083,0.835,-0.028299999999999992,0
"('2009', 0)",0.952865013705745,1.3549275682693886,GENZ,2009,0,0.43434972452130083,0.835,-0.028299999999999992,0
"('2009', 0)",0.952865013705745,1.3549275682693886,GENZ,2009,0,0.43434972452130083,0.835,-0.028299999999999992,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 1)",-1.4236292389715908,-0.8026222458399502,GENZ,2009,1,0.5914074604914311,1.09,0.07990000000000008,0
"('2009', 2)",2.2922765779046235,2.302242997808557,GENZ,2009,2,0.010042768197024304,0.39,-0.040000000000000036,0
"('2009', 2)",2.2922765779046235,2.302242997808557,GENZ,2009,2,0.010042768197024304,0.39,-0.040000000000000036,0
"('2009', 2)",2.2922765779046235,2.302242997808557,GENZ,2009,2,0.010042768197024304,0.39,-0.040000000000000036,0
"('2009', 2)",2.2922765779046235,2.302242997808557,GENZ,2009,2,0.010042768197024304,0.39,-0.040000000000000036,0
"('2009', 2)",2.2922765779046235,2.302242997808557,GENZ,2009,2,0.010042768197024304,0.39,-0.040000000000000036,0
"('2009', 3)",1.7496973103843136,1.6467739391852367,GENZ,2009,3,-0.02510692049256062,0.225,-0.008199999999999985,0
"('2009', 3)",1.7496973103843136,1.6467739391852367,GENZ,2009,3,-0.02510692049256062,0.225,-0.008199999999999985,0
"('2009', 3)",1.7496973103843136,1.6467739391852367,GENZ,2009,3,-0.02510692049256062,0.225,-0.008199999999999985,0
"('2009', 3)",1.7496973103843136,1.6467739391852367,GENZ,2009,3,-0.02510692049256062,0.225,-0.008199999999999985,0
"('2009', 3)",1.7496973103843136,1.6467739391852367,GENZ,2009,3,-0.02510692049256062,0.225,-0.008199999999999985,0
"('2009', 3)",1.7496973103843136,1.6467739391852367,GENZ,2009,3,-0.02510692049256062,0.225,-0.008199999999999985,0
"('2010', 0)",0.5599900447099175,1.157312759067164,GENZ,2010,0,0.16068429115238886,0.28,0.020999999999999908,0
"('2010', 0)",0.5599900447099175,1.157312759067164,GENZ,2010,0,0.16068429115238886,0.28,0.020999999999999908,0
"('2010', 0)",0.5599900447099175,1.157312759067164,GENZ,2010,0,0.16068429115238886,0.28,0.020999999999999908,0
"('2010', 0)",0.5599900447099175,1.157312759067164,GENZ,2010,0,0.16068429115238886,0.28,0.020999999999999908,0
"('2010', 0)",0.5599900447099175,1.157312759067164,GENZ,2010,0,0.16068429115238886,0.28,0.020999999999999908,0
"('2010', 1)",,,GENZ,2010,1,0.0,0.42,-0.026100000000000012,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 2)",-4.61599317548336,-4.491236603172999,GENZ,2010,2,0.050213840985121515,0.55,0.31909999999999994,0
"('2010', 3)",-9.963980072059783,-10.228979542061372,GENZ,2010,3,-0.06276730123140162,0.89,-0.0014999999999999458,0
"('2010', 3)",-9.963980072059783,-10.228979542061372,GENZ,2010,3,-0.06276730123140162,0.89,-0.0014999999999999458,0
"('2010', 3)",-9.963980072059783,-10.228979542061372,GENZ,2010,3,-0.06276730123140162,0.89,-0.0014999999999999458,0
"('2010', 3)",-9.963980072059783,-10.228979542061372,GENZ,2010,3,-0.06276730123140162,0.89,-0.0014999999999999458,0
"('1998', 0)",,,GM,1998,0,0.0,2.1,0.10179999999999989,0
"('1998', 1)",0.021280265942564425,0.5046463066379446,GM,1998,1,1.1405715309477578,2.26,-0.00539999999999996,0
"('1998', 1)",0.021280265942564425,0.5046463066379446,GM,1998,1,1.1405715309477578,2.26,-0.00539999999999996,0
"('1998', 1)",0.021280265942564425,0.5046463066379446,GM,1998,1,1.1405715309477578,2.26,-0.00539999999999996,0
"('1998', 1)",0.021280265942564425,0.5046463066379446,GM,1998,1,1.1405715309477578,2.26,-0.00539999999999996,0
"('1998', 1)",0.021280265942564425,0.5046463066379446,GM,1998,1,1.1405715309477578,2.26,-0.00539999999999996,0
"('1998', 1)",0.021280265942564425,0.5046463066379446,GM,1998,1,1.1405715309477578,2.26,-0.00539999999999996,0
"('1998', 1)",0.021280265942564425,0.5046463066379446,GM,1998,1,1.1405715309477578,2.26,-0.00539999999999996,0
"('1998', 2)",-0.14675801118966075,-0.14675801118966075,GM,1998,2,0.0,0.705,0.06640000000000001,0
"('1998', 2)",-0.14675801118966075,-0.14675801118966075,GM,1998,2,0.0,0.705,0.06640000000000001,0
"('1999', 1)",0.9866660700433751,1.1746024643373494,GM,1999,1,0.13390357596032254,2.9,0.03970000000000007,0
"('1999', 1)",0.9866660700433751,1.1746024643373494,GM,1999,1,0.13390357596032254,2.9,0.03970000000000007,0
"('1999', 1)",0.9866660700433751,1.1746024643373494,GM,1999,1,0.13390357596032254,2.9,0.03970000000000007,0
"('1999', 3)",,,GM,1999,3,0.0,1.82,0.04420000000000002,0
"('2000', 0)",,,GM,2000,0,0.0,2.37,-0.0046000000000000485,1
"('2000', 2)",,,GM,2000,2,0.0,1.85,-0.03290000000000004,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2000', 3)",-0.6759608545789298,-0.9103849893318923,GM,2000,3,-0.4701841474061379,1.82,-0.008700000000000041,0
"('2001', 1)",,,GM,2001,1,0.0,1.59,-0.0034999999999999476,1
"('2002', 1)",-2.9826858403030285,-3.0776758352171374,GM,2002,1,-0.12553460246280324,2.075,0.0016000000000000458,0
"('2002', 1)",-2.9826858403030285,-3.0776758352171374,GM,2002,1,-0.12553460246280324,2.075,0.0016000000000000458,0
"('2002', 1)",-2.9826858403030285,-3.0776758352171374,GM,2002,1,-0.12553460246280324,2.075,0.0016000000000000458,0
"('2002', 1)",-2.9826858403030285,-3.0776758352171374,GM,2002,1,-0.12553460246280324,2.075,0.0016000000000000458,0
"('2002', 2)",,,GM,2002,2,0.0,0.9,0.0033000000000000806,1
"('2002', 3)",,,GM,2002,3,0.0,1.48,-0.08089999999999997,1
"('2003', 0)",0.39850838510937464,0.49813548138671826,GM,2003,0,0.20085536394048606,1.46,-0.09609999999999996,0
"('2003', 0)",0.39850838510937464,0.49813548138671826,GM,2003,0,0.20085536394048606,1.46,-0.09609999999999996,0
"('2003', 0)",0.39850838510937464,0.49813548138671826,GM,2003,0,0.20085536394048606,1.46,-0.09609999999999996,0
"('2003', 1)",2.1856027782129646,2.1856027782129646,GM,2003,1,0.0,1.1300000000000001,0.03180000000000005,0
"('2003', 1)",2.1856027782129646,2.1856027782129646,GM,2003,1,0.0,1.1300000000000001,0.03180000000000005,0
"('2003', 2)",5.402295808265223,5.402295808265223,GM,2003,2,0.0,0.625,0.0472999999999999,0
"('2003', 2)",5.402295808265223,5.402295808265223,GM,2003,2,0.0,0.625,0.0472999999999999,0
"('2003', 3)",-2.6430429276946166,-2.314821910529925,GM,2003,3,0.31802099290576996,1.3,-0.013800000000000034,0
"('2003', 3)",-2.6430429276946166,-2.314821910529925,GM,2003,3,0.31802099290576996,1.3,-0.013800000000000034,0
"('2003', 3)",-2.6430429276946166,-2.314821910529925,GM,2003,3,0.31802099290576996,1.3,-0.013800000000000034,0
"('2004', 0)",,,GM,2004,0,0.0,1.78,-0.11160000000000003,1
"('2005', 0)",1.6062094433575218,1.6062094433575218,GM,2005,0,0.0,-0.705,0.02289999999999992,0
"('2005', 0)",1.6062094433575218,1.6062094433575218,GM,2005,0,0.0,-0.705,0.02289999999999992,0
"('2005', 2)",,,GM,2005,2,0.0,-0.4,-0.0024999999999999467,0
"('2005', 3)",-4.573300888452592,-4.141909752174534,GM,2005,3,1.5616504546372774,1.377,-0.08940000000000003,1
"('2005', 3)",-4.573300888452592,-4.141909752174534,GM,2005,3,1.5616504546372774,1.377,-0.08940000000000003,1
"('2005', 3)",-4.573300888452592,-4.141909752174534,GM,2005,3,1.5616504546372774,1.377,-0.08940000000000003,1
"('2005', 3)",-4.573300888452592,-4.141909752174534,GM,2005,3,1.5616504546372774,1.377,-0.08940000000000003,1
"('2006', 2)",6.363961030678927,6.363961030678927,GM,2006,2,0.0,-0.4,-0.03810000000000002,1
"('2006', 2)",6.363961030678927,6.363961030678927,GM,2006,2,0.0,-0.4,-0.03810000000000002,1
"('2006', 3)",-0.026590353528634262,-0.04874898146916272,GM,2006,3,-0.06276730123140162,0.9450000000000001,-0.00029999999999996696,0
"('2006', 3)",-0.026590353528634262,-0.04874898146916272,GM,2006,3,-0.06276730123140162,0.9450000000000001,-0.00029999999999996696,0
"('2006', 3)",-0.026590353528634262,-0.04874898146916272,GM,2006,3,-0.06276730123140162,0.9450000000000001,-0.00029999999999996696,0
"('2006', 3)",-0.026590353528634262,-0.04874898146916272,GM,2006,3,-0.06276730123140162,0.9450000000000001,-0.00029999999999996696,0
"('2007', 3)",,,GM,2007,3,0.0,-1.45,-0.2227,1
"('2009', 0)",,,GM,2009,0,0.0,-0.52,-0.08400000000000007,1
"('1999', 2)",,,GR,1999,2,0.0,0.84,-0.03590000000000004,0
"('1999', 3)",,,GR,1999,3,0.0,0.88,-0.040100000000000025,0
"('2000', 3)",-0.0948304052263603,0.3034572967243519,GR,2000,3,0.2108981321375098,0.83,-0.03249999999999997,0
"('2000', 3)",-0.0948304052263603,0.3034572967243519,GR,2000,3,0.2108981321375098,0.83,-0.03249999999999997,0
"('2000', 3)",-0.0948304052263603,0.3034572967243519,GR,2000,3,0.2108981321375098,0.83,-0.03249999999999997,0
"('2000', 3)",-0.0948304052263603,0.3034572967243519,GR,2000,3,0.2108981321375098,0.83,-0.03249999999999997,0
"('2000', 3)",-0.0948304052263603,0.3034572967243519,GR,2000,3,0.2108981321375098,0.83,-0.03249999999999997,0
"('2001', 2)",,,GR,2001,2,0.0,0.86,-0.02980000000000005,0
"('2002', 0)",1.7404249940561582,1.8448504936995271,GR,2002,0,0.03766038073884086,0.565,0.04180000000000006,0
"('2002', 0)",1.7404249940561582,1.8448504936995271,GR,2002,0,0.03766038073884086,0.565,0.04180000000000006,0
"('2002', 0)",1.7404249940561582,1.8448504936995271,GR,2002,0,0.03766038073884086,0.565,0.04180000000000006,0
"('2002', 0)",1.7404249940561582,1.8448504936995271,GR,2002,0,0.03766038073884086,0.565,0.04180000000000006,0
"('2003', 2)",,,GR,2003,2,0.0,0.19,-0.08120000000000005,1
"('2003', 3)",0.8838834764831834,0.8838834764831834,GR,2003,3,0.0,0.24000000000000002,0.027900000000000036,0
"('2003', 3)",0.8838834764831834,0.8838834764831834,GR,2003,3,0.0,0.24000000000000002,0.027900000000000036,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2004', 3)",2.1291874200082863,2.053145012150847,GR,2004,3,-0.03138365061570095,0.235,0.05459999999999998,0
"('2005', 3)",0.07856742013183862,0.07856742013183862,GR,2005,3,0.0,0.489,-0.02180000000000004,0
"('2005', 3)",0.07856742013183862,0.07856742013183862,GR,2005,3,0.0,0.489,-0.02180000000000004,0
"('2006', 0)",-34.267497189558036,-34.40511766019883,GR,2006,0,-0.016737946995040876,1.39,0.03699999999999992,0
"('2006', 0)",-34.267497189558036,-34.40511766019883,GR,2006,0,-0.016737946995040876,1.39,0.03699999999999992,0
"('2006', 0)",-34.267497189558036,-34.40511766019883,GR,2006,0,-0.016737946995040876,1.39,0.03699999999999992,0
"('2006', 0)",-34.267497189558036,-34.40511766019883,GR,2006,0,-0.016737946995040876,1.39,0.03699999999999992,0
"('2006', 0)",-34.267497189558036,-34.40511766019883,GR,2006,0,-0.016737946995040876,1.39,0.03699999999999992,0
"('2006', 0)",-34.267497189558036,-34.40511766019883,GR,2006,0,-0.016737946995040876,1.39,0.03699999999999992,0
"('2006', 1)",17.611070743543184,17.959421593415467,GR,2006,1,0.09038491377321872,0.69,0.031300000000000106,0
"('2006', 1)",17.611070743543184,17.959421593415467,GR,2006,1,0.09038491377321872,0.69,0.031300000000000106,0
"('2006', 1)",17.611070743543184,17.959421593415467,GR,2006,1,0.09038491377321872,0.69,0.031300000000000106,0
"('2006', 1)",17.611070743543184,17.959421593415467,GR,2006,1,0.09038491377321872,0.69,0.031300000000000106,0
"('2006', 1)",17.611070743543184,17.959421593415467,GR,2006,1,0.09038491377321872,0.69,0.031300000000000106,0
"('2009', 2)",,,GR,2009,2,0.0,0.99,0.11329999999999996,1
"('2010', 0)",-3.922695246118536,-3.974997849400116,GR,2010,0,-0.010042768197024304,0.98,0.03489999999999993,0
"('2010', 0)",-3.922695246118536,-3.974997849400116,GR,2010,0,-0.010042768197024304,0.98,0.03489999999999993,0
