,surprise_median_fa,surprise_mean_fa,TICKER,year,quarternum,Skew,Kurtosis,delta_return,Y
"('2008', 0)",-25.815649540424662,-26.13305506756103,DD,2008,0,-0.03766038073884141,1.18,0.048699999999999966,0
"('2008', 0)",-25.815649540424662,-26.13305506756103,DD,2008,0,-0.03766038073884141,1.18,0.048699999999999966,0
"('2008', 3)",,,DD,2008,3,0.0,0.35,-0.0014999999999999458,0
"('2009', 1)",,,DD,2009,1,0.0,0.56,0.03600000000000003,0
"('2011', 0)",-27.51380282320852,-27.146952118899073,DD,2011,0,0.060256609182145815,1.4,0.09519999999999995,0
"('2011', 0)",-27.51380282320852,-27.146952118899073,DD,2011,0,0.060256609182145815,1.4,0.09519999999999995,0
"('2011', 0)",-27.51380282320852,-27.146952118899073,DD,2011,0,0.060256609182145815,1.4,0.09519999999999995,0
"('2011', 0)",-27.51380282320852,-27.146952118899073,DD,2011,0,0.060256609182145815,1.4,0.09519999999999995,0
"('2011', 0)",-27.51380282320852,-27.146952118899073,DD,2011,0,0.060256609182145815,1.4,0.09519999999999995,0
"('2011', 1)",5.018224049811635,4.976054099813213,DD,2011,1,-0.007173405855017996,1.35,-0.03649999999999998,1
"('2011', 1)",5.018224049811635,4.976054099813213,DD,2011,1,-0.007173405855017996,1.35,-0.03649999999999998,1
"('2011', 1)",5.018224049811635,4.976054099813213,DD,2011,1,-0.007173405855017996,1.35,-0.03649999999999998,1
"('2011', 1)",5.018224049811635,4.976054099813213,DD,2011,1,-0.007173405855017996,1.35,-0.03649999999999998,1
"('2011', 1)",5.018224049811635,4.976054099813213,DD,2011,1,-0.007173405855017996,1.35,-0.03649999999999998,1
"('2011', 1)",5.018224049811635,4.976054099813213,DD,2011,1,-0.007173405855017996,1.35,-0.03649999999999998,1
"('2011', 1)",5.018224049811635,4.976054099813213,DD,2011,1,-0.007173405855017996,1.35,-0.03649999999999998,1
"('2012', 0)",,,DD,2012,0,0.0,1.62,0.044499999999999984,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 2)",12.473847631449859,12.306463522207325,DD,2012,2,-0.06569644195553394,0.505,0.05489999999999995,0
"('2012', 3)",9.561828874675149,9.322783152808269,DD,2012,3,-0.020085536394048607,0.16,-0.015499999999999958,0
"('2012', 3)",9.561828874675149,9.322783152808269,DD,2012,3,-0.020085536394048607,0.16,-0.015499999999999958,0
"('2012', 3)",9.561828874675149,9.322783152808269,DD,2012,3,-0.020085536394048607,0.16,-0.015499999999999958,0
"('2012', 3)",9.561828874675149,9.322783152808269,DD,2012,3,-0.020085536394048607,0.16,-0.015499999999999958,0
"('2012', 3)",9.561828874675149,9.322783152808269,DD,2012,3,-0.020085536394048607,0.16,-0.015499999999999958,0
"('2013', 1)",6.245898156241944,6.211115907161835,DD,2013,1,-0.0058582814482646415,1.3505,0.0411999999999999,0
"('2013', 1)",6.245898156241944,6.211115907161835,DD,2013,1,-0.0058582814482646415,1.3505,0.0411999999999999,0
"('2013', 1)",6.245898156241944,6.211115907161835,DD,2013,1,-0.0058582814482646415,1.3505,0.0411999999999999,0
"('2013', 1)",6.245898156241944,6.211115907161835,DD,2013,1,-0.0058582814482646415,1.3505,0.0411999999999999,0
"('2013', 1)",6.245898156241944,6.211115907161835,DD,2013,1,-0.0058582814482646415,1.3505,0.0411999999999999,0
"('2013', 1)",6.245898156241944,6.211115907161835,DD,2013,1,-0.0058582814482646415,1.3505,0.0411999999999999,0
"('2013', 2)",,,DD,2013,2,0.0,0.4,0.03639999999999999,1
"('2013', 3)",,,DD,2013,3,0.0,0.55,0.0021999999999999797,0
"('2014', 0)",-24.467856008519245,-24.532585786319558,DD,2014,0,-0.0125534602462801,1.5350000000000001,0.07919999999999994,1
"('2014', 0)",-24.467856008519245,-24.532585786319558,DD,2014,0,-0.0125534602462801,1.5350000000000001,0.07919999999999994,1
"('2014', 0)",-24.467856008519245,-24.532585786319558,DD,2014,0,-0.0125534602462801,1.5350000000000001,0.07919999999999994,1
"('2014', 0)",-24.467856008519245,-24.532585786319558,DD,2014,0,-0.0125534602462801,1.5350000000000001,0.07919999999999994,1
"('2014', 1)",27.577164466275338,27.577164466275338,DD,2014,1,0.0,1.19,-0.0032999999999999696,0
"('2014', 1)",27.577164466275338,27.577164466275338,DD,2014,1,0.0,1.19,-0.0032999999999999696,0
"('2015', 1)",2.9765114511535358,2.7780773544099677,DD,2015,1,-0.03180209929057677,1.245,0.02970000000000006,0
"('2015', 1)",2.9765114511535358,2.7780773544099677,DD,2015,1,-0.03180209929057677,1.245,0.02970000000000006,0
"('2015', 1)",2.9765114511535358,2.7780773544099677,DD,2015,1,-0.03180209929057677,1.245,0.02970000000000006,0
"('2015', 1)",2.9765114511535358,2.7780773544099677,DD,2015,1,-0.03180209929057677,1.245,0.02970000000000006,0
"('2015', 1)",2.9765114511535358,2.7780773544099677,DD,2015,1,-0.03180209929057677,1.245,0.02970000000000006,0
"('2015', 1)",2.9765114511535358,2.7780773544099677,DD,2015,1,-0.03180209929057677,1.245,0.02970000000000006,0
"('2015', 2)",11.629368342091913,11.486967913413237,DD,2015,2,-0.060256609182145676,0.2,-0.04490000000000005,0
"('2015', 2)",11.629368342091913,11.486967913413237,DD,2015,2,-0.060256609182145676,0.2,-0.04490000000000005,0
"('2015', 2)",11.629368342091913,11.486967913413237,DD,2015,2,-0.060256609182145676,0.2,-0.04490000000000005,0
"('2015', 2)",11.629368342091913,11.486967913413237,DD,2015,2,-0.060256609182145676,0.2,-0.04490000000000005,0
"('2015', 2)",11.629368342091913,11.486967913413237,DD,2015,2,-0.060256609182145676,0.2,-0.04490000000000005,0
"('2015', 2)",11.629368342091913,11.486967913413237,DD,2015,2,-0.060256609182145676,0.2,-0.04490000000000005,0
"('2015', 2)",11.629368342091913,11.486967913413237,DD,2015,2,-0.060256609182145676,0.2,-0.04490000000000005,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2015', 3)",-2.1001898334297273,-2.1428860003730787,DD,2015,3,-0.014291631664996038,0.27,0.06909999999999994,0
"('2016', 0)",,,DD,2016,0,0.0,1.0,0.10509999999999997,0
"('1999', 2)",,,DTE,1999,2,0.0,0.95,-0.02180000000000004,0
"('2000', 3)",,,DTE,2000,3,0.0,1.0,0.048899999999999944,0
"('2003', 3)",-7.154966693639935,-7.569747371532107,DTE,2003,3,-0.0669517879801624,0.9,0.025700000000000056,0
"('2003', 3)",-7.154966693639935,-7.569747371532107,DTE,2003,3,-0.0669517879801624,0.9,0.025700000000000056,0
"('2003', 3)",-7.154966693639935,-7.569747371532107,DTE,2003,3,-0.0669517879801624,0.9,0.025700000000000056,0
"('2004', 0)",-0.9899494936611665,-0.9899494936611665,DTE,2004,0,0.0,0.975,0.04810000000000003,0
"('2004', 0)",-0.9899494936611665,-0.9899494936611665,DTE,2004,0,0.0,0.975,0.04810000000000003,0
"('2004', 1)",,,DTE,2004,1,0.0,0.45,-0.021700000000000053,0
"('2004', 3)",-3.2055507413790156,-3.2055507413790156,DTE,2004,3,0.0,1.08,0.008799999999999919,0
"('2004', 3)",-3.2055507413790156,-3.2055507413790156,DTE,2004,3,0.0,1.08,0.008799999999999919,0
"('2005', 1)",,,DTE,2005,1,0.0,0.27,0.00869999999999993,0
"('2005', 2)",,,DTE,2005,2,0.0,0.66,-0.04520000000000002,0
"('2005', 3)",,,DTE,2005,3,0.0,2.03,0.0004999999999999449,0
"('2006', 2)",,,DTE,2006,2,0.0,0.51,-0.024599999999999955,1
"('2006', 3)",0.5854945442467366,0.8384281873613272,DTE,2006,3,0.5423094826393123,0.91,0.009800000000000031,0
"('2006', 3)",0.5854945442467366,0.8384281873613272,DTE,2006,3,0.5423094826393123,0.91,0.009800000000000031,0
"('2006', 3)",0.5854945442467366,0.8384281873613272,DTE,2006,3,0.5423094826393123,0.91,0.009800000000000031,0
"('2006', 3)",0.5854945442467366,0.8384281873613272,DTE,2006,3,0.5423094826393123,0.91,0.009800000000000031,0
"('2006', 3)",0.5854945442467366,0.8384281873613272,DTE,2006,3,0.5423094826393123,0.91,0.009800000000000031,0
"('2014', 0)",,,DTE,2014,0,0.0,1.52,0.00039999999999995595,0
"('2015', 1)",,,DTE,2015,1,0.0,0.93,-0.04349999999999998,1
"('1999', 3)",,,ED,1999,3,0.0,0.59,0.0374000000000001,0
"('2000', 2)",,,ED,2000,2,0.0,1.46,-0.0039000000000000146,0
"('2007', 0)",,,ED,2007,0,0.0,0.79,0.015099999999999891,0
"('2013', 0)",,,ED,2013,0,0.0,3.97,-0.009099999999999997,0
"('2013', 3)",,,ED,2013,3,0.0,0.66,-0.007199999999999984,0
"('2016', 0)",,,ED,2016,0,0.0,1.18,-0.009499999999999953,0
"('2016', 2)",,,ED,2016,2,0.0,1.93,-0.017900000000000027,0
"('1998', 0)",,,FAST,1998,0,0.0,0.0388,-0.11299999999999999,0
"('2001', 0)",-14.02428449353319,-14.02428449353319,FAST,2001,0,0.0,0.0744,-0.11299999999999999,0
"('2001', 0)",-14.02428449353319,-14.02428449353319,FAST,2001,0,0.0,0.0744,-0.11299999999999999,0
"('2009', 0)",,,FAST,2009,0,0.0,0.175,0.07840000000000003,0
"('2009', 1)",,,FAST,2009,1,0.0,0.175,0.04410000000000003,0
"('2014', 3)",,,FBHS,2014,3,0.0,0.518,0.08020000000000005,0
"('2015', 0)",17.67766952966367,17.67766952966367,FBHS,2015,0,0.0,0.315,0.08020000000000005,1
"('2015', 0)",17.67766952966367,17.67766952966367,FBHS,2015,0,0.0,0.315,0.08020000000000005,1
"('2015', 2)",-13.435028842544627,-13.435028842544627,FBHS,2015,2,0.0,0.685,0.08020000000000005,1
"('2015', 2)",-13.435028842544627,-13.435028842544627,FBHS,2015,2,0.0,0.685,0.08020000000000005,1
"('1997', 3)",,,FISV,1997,3,0.0,0.0667,0.00039999999999995595,0
"('1998', 0)",,,FISV,1998,0,0.0,0.0726,0.00039999999999995595,0
"('2003', 1)",,,FISV,2003,1,0.0,0.195,-0.10840000000000005,1
"('2003', 2)",-inf,-inf,FISV,2003,2,0.0,0.205,0.023700000000000054,0
"('2003', 2)",-inf,-inf,FISV,2003,2,0.0,0.205,0.023700000000000054,0
"('2003', 3)",,,FISV,2003,3,0.0,0.21,0.005300000000000082,0
"('2006', 0)",,,FISV,2006,0,0.0,0.295,-0.08930000000000005,1
"('2007', 3)",0.4803844614152624,0.8006407690254391,FISV,2007,3,0.0334758939900812,0.35,0.014999999999999902,0
"('2007', 3)",0.4803844614152624,0.8006407690254391,FISV,2007,3,0.0334758939900812,0.35,0.014999999999999902,0
"('2007', 3)",0.4803844614152624,0.8006407690254391,FISV,2007,3,0.0334758939900812,0.35,0.014999999999999902,0
"('2010', 2)",,,FISV,2010,2,0.0,0.515,0.06659999999999999,0
"('2011', 2)",,,FISV,2011,2,0.0,0.565,-0.1179,0
"('2011', 3)",,,FISV,2011,3,0.0,0.55,0.021200000000000108,1
"('2012', 2)",,,FISV,2012,2,0.0,0.54,-0.01990000000000003,0
"('2012', 3)",-1.432803903142248,-1.0566928785674075,FISV,2012,3,0.10544906606875518,0.715,-0.03049999999999997,1
"('2012', 3)",-1.432803903142248,-1.0566928785674075,FISV,2012,3,0.10544906606875518,0.715,-0.03049999999999997,1
"('2012', 3)",-1.432803903142248,-1.0566928785674075,FISV,2012,3,0.10544906606875518,0.715,-0.03049999999999997,1
"('2012', 3)",-1.432803903142248,-1.0566928785674075,FISV,2012,3,0.10544906606875518,0.715,-0.03049999999999997,1
"('2012', 3)",-1.432803903142248,-1.0566928785674075,FISV,2012,3,0.10544906606875518,0.715,-0.03049999999999997,1
"('2013', 0)",1.14224941576288,1.14224941576288,FISV,2013,0,0.0,0.6425000000000001,0.0025999999999999357,0
"('2013', 0)",1.14224941576288,1.14224941576288,FISV,2013,0,0.0,0.6425000000000001,0.0025999999999999357,0
"('2013', 1)",,,FISV,2013,1,0.0,0.715,-0.014399999999999968,0
"('2013', 2)",,,FISV,2013,2,0.0,0.655,0.09759999999999991,1
"('2013', 3)",,,FISV,2013,3,0.0,0.7045,-0.009499999999999953,0
"('2014', 2)",0.5163001894377965,0.5163001894377965,FISV,2014,2,0.0,0.764,-0.013499999999999956,0
"('2014', 2)",0.5163001894377965,0.5163001894377965,FISV,2014,2,0.0,0.764,-0.013499999999999956,0
"('2014', 3)",,,FISV,2014,3,0.0,0.775,0.03839999999999999,1
"('1999', 2)",,,GD,1999,2,0.0,0.435,-0.0047000000000000375,0
"('1999', 3)",,,GD,1999,3,0.0,0.475,-0.015499999999999958,0
"('2000', 2)",,,GD,2000,2,0.0,0.51,0.08430000000000004,0
"('2004', 0)",,,GD,2004,0,0.0,0.585,0.013900000000000023,0
"('2004', 2)",0.10101525445522316,0.10101525445522316,GD,2004,2,0.0,0.7324999999999999,0.012299999999999978,0
"('2004', 2)",0.10101525445522316,0.10101525445522316,GD,2004,2,0.0,0.7324999999999999,0.012299999999999978,0
"('2005', 1)",3.3333333333333264,3.333333333333334,GD,2005,1,5.574856241654821e-16,0.8,0.0524,0
"('2005', 1)",3.3333333333333264,3.333333333333334,GD,2005,1,5.574856241654821e-16,0.8,0.0524,0
"('2005', 1)",3.3333333333333264,3.333333333333334,GD,2005,1,5.574856241654821e-16,0.8,0.0524,0
"('2005', 3)",,,GD,2005,3,0.0,0.985,-0.0393,0
"('2006', 0)",-0.4434398458288516,-0.4434398458288516,GD,2006,0,0.0,1.2774999999999999,0.018100000000000005,0
"('2006', 0)",-0.4434398458288516,-0.4434398458288516,GD,2006,0,0.0,1.2774999999999999,0.018100000000000005,0
"('2011', 2)",,,GD,2011,2,0.0,1.78,-0.14939999999999998,1
"('2015', 1)",,,GD,2015,1,0.0,2.01,0.0035000000000000586,0
"('1999', 3)",,,GE,1999,3,0.0,0.3,0.011300000000000088,0
"('2000', 0)",,,GE,2000,0,0.0,0.25,-0.04579999999999995,0
"('2002', 0)",,,GE,2002,0,0.0,0.36,-0.0413,1
"('2005', 3)",-13.000000000000092,-13.000000000000092,GE,2005,3,0.0,0.57,-0.008399999999999963,0
"('2005', 3)",-13.000000000000092,-13.000000000000092,GE,2005,3,0.0,0.57,-0.008399999999999963,0
"('2005', 3)",-13.000000000000092,-13.000000000000092,GE,2005,3,0.0,0.57,-0.008399999999999963,0
"('2007', 2)",-3.5355339059327378,-3.5355339059327378,GE,2007,2,0.0,0.555,-0.018000000000000016,0
"('2007', 2)",-3.5355339059327378,-3.5355339059327378,GE,2007,2,0.0,0.555,-0.018000000000000016,0
"('2008', 2)",1.7320508075688759,1.1547005383792475,GE,2008,2,-0.0334758939900812,0.52,0.038000000000000034,0
"('2008', 2)",1.7320508075688759,1.1547005383792475,GE,2008,2,-0.0334758939900812,0.52,0.038000000000000034,0
"('2008', 2)",1.7320508075688759,1.1547005383792475,GE,2008,2,-0.0334758939900812,0.52,0.038000000000000034,0
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2008', 3)",-0.9428090415820624,-0.9035253315161439,GE,2008,3,0.00627673012314005,0.48,-0.17069999999999996,1
"('2009', 3)",,,GE,2009,3,0.0,0.29,-0.11319999999999997,0
"('2011', 1)",-0.707106781186546,-0.707106781186546,GE,2011,1,0.0,0.35,-0.0024999999999999467,0
"('2011', 1)",-0.707106781186546,-0.707106781186546,GE,2011,1,0.0,0.35,-0.0024999999999999467,0
"('2011', 2)",,,GE,2011,2,0.0,0.3,-0.13290000000000002,0
"('2013', 0)",,,GE,2013,0,0.0,0.3,0.02629999999999999,0
"('2014', 2)",,,GE,2014,2,0.0,0.39,-0.04200000000000004,0
"('2015', 0)",1.258570313110164,1.5642231034369183,GE,2015,0,0.4512072282805916,0.19,0.0016000000000000458,0
"('2015', 0)",1.258570313110164,1.5642231034369183,GE,2015,0,0.4512072282805916,0.19,0.0016000000000000458,0
"('2015', 0)",1.258570313110164,1.5642231034369183,GE,2015,0,0.4512072282805916,0.19,0.0016000000000000458,0
"('2015', 0)",1.258570313110164,1.5642231034369183,GE,2015,0,0.4512072282805916,0.19,0.0016000000000000458,0
"('2015', 0)",1.258570313110164,1.5642231034369183,GE,2015,0,0.4512072282805916,0.19,0.0016000000000000458,0
"('2015', 0)",1.258570313110164,1.5642231034369183,GE,2015,0,0.4512072282805916,0.19,0.0016000000000000458,0
"('2015', 0)",1.258570313110164,1.5642231034369183,GE,2015,0,0.4512072282805916,0.19,0.0016000000000000458,0
"('2015', 1)",-1.1965860528261993,-1.367526917515656,GE,2015,1,-0.021520217565052038,0.34,0.0021999999999999797,0
"('2015', 1)",-1.1965860528261993,-1.367526917515656,GE,2015,1,-0.021520217565052038,0.34,0.0021999999999999797,0
"('2015', 1)",-1.1965860528261993,-1.367526917515656,GE,2015,1,-0.021520217565052038,0.34,0.0021999999999999797,0
"('2015', 1)",-1.1965860528261993,-1.367526917515656,GE,2015,1,-0.021520217565052038,0.34,0.0021999999999999797,0
"('2015', 1)",-1.1965860528261993,-1.367526917515656,GE,2015,1,-0.021520217565052038,0.34,0.0021999999999999797,0
"('2015', 1)",-1.1965860528261993,-1.367526917515656,GE,2015,1,-0.021520217565052038,0.34,0.0021999999999999797,0
"('2015', 1)",-1.1965860528261993,-1.367526917515656,GE,2015,1,-0.021520217565052038,0.34,0.0021999999999999797,0
"('2015', 3)",,,GE,2015,3,0.0,0.49,-0.0020999999999999908,0
"('1997', 3)",14.402380755575498,14.620598645811489,GENZ,1997,3,0.00836897349752023,0.045,0.0394000000000001,0
"('1997', 3)",14.402380755575498,14.620598645811489,GENZ,1997,3,0.00836897349752023,0.045,0.0394000000000001,0
"('1997', 3)",14.402380755575498,14.620598645811489,GENZ,1997,3,0.00836897349752023,0.045,0.0394000000000001,0
"('1998', 1)",,,GENZ,1998,1,0.0,0.175,0.0394000000000001,1
"('1999', 2)",,,GENZ,1999,2,0.0,0.215,0.0394000000000001,0
"('2002', 1)",-2.752988806446742,-2.294157338705618,GENZ,2002,1,0.10042768197024303,0.33,-0.0514,0
"('2002', 1)",-2.752988806446742,-2.294157338705618,GENZ,2002,1,0.10042768197024303,0.33,-0.0514,0
"('2002', 1)",-2.752988806446742,-2.294157338705618,GENZ,2002,1,0.10042768197024303,0.33,-0.0514,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 0)",1.143543749793731,0.5381382351970425,GENZ,2004,0,-0.02658379816859407,0.37,-0.05479999999999996,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2004', 1)",-3.6228441865473733,-3.51933435264602,GENZ,2004,1,0.005021384098512152,0.405,-0.021399999999999975,0
"('2005', 2)",,,GENZ,2005,2,0.0,0.47,0.15159999999999996,1
"('2005', 3)",0.6981063280002046,0.841834101412012,GENZ,2005,3,0.04393711086198147,0.5675,0.03499999999999992,0
"('2005', 3)",0.6981063280002046,0.841834101412012,GENZ,2005,3,0.04393711086198147,0.5675,0.03499999999999992,0
"('2005', 3)",0.6981063280002046,0.841834101412012,GENZ,2005,3,0.04393711086198147,0.5675,0.03499999999999992,0
"('2005', 3)",0.6981063280002046,0.841834101412012,GENZ,2005,3,0.04393711086198147,0.5675,0.03499999999999992,0
"('2006', 0)",0.9672471299049057,0.6741419390246313,GENZ,2006,0,-0.16737946995040487,0.49,-0.006199999999999983,0
"('2006', 0)",0.9672471299049057,0.6741419390246313,GENZ,2006,0,-0.16737946995040487,0.49,-0.006199999999999983,0
"('2006', 0)",0.9672471299049057,0.6741419390246313,GENZ,2006,0,-0.16737946995040487,0.49,-0.006199999999999983,0
"('2006', 1)",0.5664411840370194,0.66084804804319,GENZ,2006,1,0.0334758939900812,0.55,-0.028699999999999948,0
"('2006', 1)",0.5664411840370194,0.66084804804319,GENZ,2006,1,0.0334758939900812,0.55,-0.028699999999999948,0
"('2006', 1)",0.5664411840370194,0.66084804804319,GENZ,2006,1,0.0334758939900812,0.55,-0.028699999999999948,0
"('2006', 1)",0.5664411840370194,0.66084804804319,GENZ,2006,1,0.0334758939900812,0.55,-0.028699999999999948,0
"('2006', 1)",0.5664411840370194,0.66084804804319,GENZ,2006,1,0.0334758939900812,0.55,-0.028699999999999948,0
"('2006', 1)",0.5664411840370194,0.66084804804319,GENZ,2006,1,0.0334758939900812,0.55,-0.028699999999999948,0
"('2006', 2)",,,GENZ,2006,2,0.0,0.63,0.06810000000000005,0
"('2006', 3)",0.7483314773547891,0.8819620983109988,GENZ,2006,3,0.03586702927508608,0.69,0.0414000000000001,0
"('2006', 3)",0.7483314773547891,0.8819620983109988,GENZ,2006,3,0.03586702927508608,0.69,0.0414000000000001,0
"('2006', 3)",0.7483314773547891,0.8819620983109988,GENZ,2006,3,0.03586702927508608,0.69,0.0414000000000001,0
"('2006', 3)",0.7483314773547891,0.8819620983109988,GENZ,2006,3,0.03586702927508608,0.69,0.0414000000000001,0
"('2006', 3)",0.7483314773547891,0.8819620983109988,GENZ,2006,3,0.03586702927508608,0.69,0.0414000000000001,0
"('2006', 3)",0.7483314773547891,0.8819620983109988,GENZ,2006,3,0.03586702927508608,0.69,0.0414000000000001,0
"('2006', 3)",0.7483314773547891,0.8819620983109988,GENZ,2006,3,0.03586702927508608,0.69,0.0414000000000001,0
"('2007', 0)",2.6225740669887867,2.2649503305812257,GENZ,2007,0,-0.11298114221652313,0.605,-0.0817,1
